"postmean","postvar","postess"
0.0503281421412095,0.00921053632550363,300.535187827765
0.254357962355431,0.0132722015633151,746.054902971217
0.0290836355132411,0.00437507410646731,339.648103588951
0.207094232491157,0.00543349870010905,300.884689540831
-0.0171991004195922,0.00243894491297536,202.078781057353
0.19741583158124,0.00844049012312026,501.291701295794
0.136912754543175,0.00801205341313325,433.399285109321
0.166671642276811,0.00478409304996234,318.451064091677
-0.109923107747797,0.0146890926121145,406.493482367884
-0.22306426578956,0.00440280563247678,355.858007290153
-0.22915977730639,0.0448694103630767,266.545389809334
0.153534391256899,0.00635665781418512,409.253713245106
-0.0940642436829023,0.00624511061631132,493.730008128707
-0.100891659637929,0.0158267409048253,309.405464436372
-0.0860264465627415,0.0134387441609145,352.038035792052
-0.0793908493904152,0.0128221457276779,830.364738283155
0.233023855172518,0.00890267882367185,460.038181376394
0.129185123362661,0.00454233407593664,279.723649243922
-0.0333138800336931,0.00647392955096787,327.331835377577
-0.27408062774047,0.0408915875691947,199.546117292207
0.186208946413153,0.00500425523850649,282.773612523508
0.109937471408857,0.0123889280651131,439.073053916596
-0.0696718374715736,0.00828626108418914,605.644922259189
0.264749959397503,0.0117672010404634,765.956575159892
-0.0226777618406709,0.00536864272883747,483.862045122767
0.0129541316004938,0.0100093110084003,442.083253987068
-0.33511487430643,0.0174445794561605,328.749952553537
0.0687487427959712,0.00412340949150011,349.087844285098
0.127619008350988,0.00595738166671334,333.121731560681
-0.0408612150124222,0.0181750562073413,472.679077417548
0.0742467970811815,0.00882633331674915,550.314926178402
0.251509470906368,0.00470093033077743,468.929040193417
-0.000521809621043451,0.0105245131752716,467.091336951953
-0.102440857616834,0.00666254616773185,315.020366888978
-0.0823725724962123,0.0114598028968934,338.611407925957
-0.0582605796559122,0.00801779280529118,273.961569696404
0.231239001738066,0.0120355202370205,403.789359501468
0.138105513192553,0.00664553663224648,553.503821482355
0.233705478111082,0.00614638032723453,376.679048658818
-0.344310238863057,0.017258153756275,210.816216289971
0.0904721459133278,0.00948654775258191,503.66741259017
0.246770739309408,0.0111587908810532,516.741943459025
0.0892508786148206,0.00915073016389766,454.231858846365
0.313104710741173,0.0126731140819528,756.771568849687
0.239849185632749,0.00757352854602882,403.039871856946
-0.101479660049156,0.00858659243430156,497.522109739536
-0.106038471378102,0.0187306495709057,547.993935541921
0.255365376946041,0.00666023269175559,302.498611676527
0.080826173592166,0.0144984058317511,508.6584324862
0.243659630127722,0.0086026514035371,477.060037625648
0.159389806922206,0.00678881525215826,475.88272201255
-0.209274569681317,0.0192965480512466,631.583185380768
-0.057066756219069,0.00407871343525022,266.06691989458
-0.00783451776752963,0.00485491658353108,397.833818492327
0.125498468894012,0.00956913197685896,423.481183205216
-0.39480913431872,0.0222202240155298,262.263434846973
-0.283207207537016,0.0369386587999117,238.972113183335
-0.0144642878483088,0.0106279860937849,419.904763737109
-0.0239897139238481,0.00898267427053736,377.285159015655
-0.253520760253337,0.00965132229160547,349.965958114427
0.0260244219621446,0.0027896861290872,233.307898290491
-0.0255374292194756,0.0146272146021926,545.32201968069
0.289269513315566,0.0103552863468989,348.303614273832
-0.0840327026791011,0.00647407073202499,292.313392066558
0.212778315084914,0.00313471723404705,258.708622913937
0.198579786966612,0.00705021797596122,438.117446201899
0.0438272861055917,0.0115833618036514,518.610438407524
0.181183255823703,0.00734981098749987,545.618281697273
-0.0365981887444047,0.0138922306092472,643.669456992907
-0.0810068002684893,0.00539884112021992,267.868903725942
0.164603904775905,0.00575161988873163,395.953451969758
0.0383344495392958,0.00462358466883916,311.874970602502
-0.0239948664288061,0.0132519960091554,670.988116865184
0.252641810579303,0.00546725952884673,385.673178819151
-0.138161094180515,0.0158038283601567,522.695809878866
-0.141781567054063,0.0168035687518179,530.180082710429
0.00638458546741969,0.00977627589643337,525.300156284927
